1000,3684279
2000,6488739
3000,11020868
4000,26106095
5000,54945971
6000,38384509
7000,27810925
8000,27019950
9000,70643523
10000,57483622

1000,3624356
2000,9126138
3000,14546232
4000,50517462
5000,81961462
6000,42796065
7000,25606475
8000,26944285
9000,68152884
10000,49748210

100,539126
200,431342
300,533680
400,1027724
500,1026159
600,948479
700,1087877
800,1588007
900,1730908
1000,2206335
1100,2438725
1200,7223379
1300,1533382
1400,1564665
1500,2009523
1600,2851449
1700,8094098
1800,8369502
1900,7245323
2000,7391328
2100,10472963
2200,21011719
2300,16782514
2400,21105041
2500,26361167
2600,20249153
2700,6266800
2800,6993235
2900,5693762
3000,5891689
3100,6193967
3200,8562039
3300,5465579
3400,7861987
3500,6957373
3600,6623587
3700,8631770
3800,6894550
3900,8473392
4000,9090171

100,477449
110,220286
120,197598
130,311666
140,173769
150,221529
160,188194
170,137177
180,145355
190,141360
200,155501
210,175685
220,200220
230,162198
240,222002
250,273645
260,263714
270,194929
280,194123
290,326413
300,224676
310,259337
320,289911
330,288340
340,325828
350,334806
360,422705
370,401113
380,402847
390,380021
400,417665
410,450064
420,405154
430,470862
440,418049
450,450600
460,512167
470,470722
480,470286
490,556573
500,498743
510,536762
520,568647
530,566766
540,553911
550,867274
560,3772674
570,462728
580,318868
590,245758
600,374873
610,464919
620,291247
630,275797
640,288887
650,309362
660,296553
670,339905
680,351769
690,389428
700,342638
710,421754
720,360489
730,380580
740,408867
750,1007780
760,1186021
770,1467920
780,1251101
790,1224899
800,1296734
810,1334775
820,1491970
830,1454764
840,1461354
850,1419913
860,1443132
870,1589032
880,1567467
890,1606460
900,1557574
910,1765466
920,1586294
930,1637705
940,1767147
950,1767300
960,1852325
970,1824738
980,1775542
990,2000148
1000,2232572
1010,3878135
1020,2966374
1030,2737043
1040,3275576
1050,3073509
1060,2497395
1070,2318683
1080,2558124
1090,2733401
1100,2214820
1110,2342635
1120,2266884
1130,2530522
1140,2281795
1150,2332766
1160,2138003
1170,2485141
1180,3633393
1190,3088436
1200,2450679
1210,5099801
1220,746690
1230,679246
1240,732698
1250,739635
1260,874029
1270,1118529
1280,1048883
1290,952459
1300,891285
1310,919962
1320,887219
1330,1015093
1340,1222430
1350,1198282
1360,1105955
1370,1111940
1380,1145264
1390,1181363
1400,1102726
1410,1043543
1420,1055121
1430,1220291
1440,1152264
1450,1177398
1460,1281321
1470,1461036
1480,1144372
1490,1182066
1500,3097715
1510,1080190
1520,1142759
1530,1083622
1540,1171777
1550,1115758
1560,1127475
1570,1171784
1580,1134589
1590,1171170
1600,1194130
1610,1292470
1620,1200627
1630,1189087
1640,1220103
1650,1274846
1660,1201445
1670,1281136
1680,1236105
1690,1314372
1700,3212938
1710,1349605
1720,1272645
1730,1318912
1740,1277724
1750,1387287
1760,1376467
1770,1405260
1780,1441132
1790,1384973
1800,1739724
1810,1383153
1820,1590823
1830,1591976
1840,1649449
1850,1402585
1860,1498151
1870,4640438
1880,6249097
1890,5886290
1900,6171585
1910,6281443
1920,6051910
1930,2599212
1940,1490306
1950,1492220
1960,1612220
1970,1519388
1980,1615101
1990,1685577
2000,1687378
2010,1647469
2020,1583494
2030,1595356
2040,1711782
2050,4008167
2060,1850156
2070,1869464
2080,1969727
2090,1769322
2100,1767484
2110,2016130
2120,1826408
2130,2033138
2140,2223241
2150,1908506
2160,1875076
2170,2128782
2180,2384294
2190,2299504
2200,4367323
2210,2251403
2220,2135839
2230,2061158
2240,2149591
2250,2133093
2260,2357588
2270,2277779
2280,2354196
2290,2124220
2300,2374946
2310,2256781
2320,2178314
2330,4230493
2340,2701169
2350,2467766
2360,2437054
2370,2409953
2380,2518821
2390,2322509
2400,2680715
2410,2858711
2420,2637318
2430,2625813
2440,7665029
2450,10913367
2460,10213115
2470,10286120
2480,4543805
2490,2858879
2500,3071836
2510,2886293
2520,3010701
2530,3444831
2540,2909532
2550,3007718
2560,5027301
2570,3335962
2580,3446678
2590,3317540
2600,3033448
2610,3021743
2620,2970234
2630,3135196
2640,3414166
2650,3151338
2660,3100997
2670,5713253
2680,3204057
2690,3329990
2700,3320236
2710,3416433
2720,3454557
2730,3346007
2740,3558326
2750,3533372
2760,3742758
2770,3978179
2780,5802599
2790,3612086
2800,4549321
2810,3657811
2820,3817528
2830,3480566
2840,4256742
2850,3741439
2860,4169744
2870,11029901
2880,14144183
2890,14956807
2900,14817577
2910,14095930
2920,8295642
2930,4433088
2940,3881495
2950,3775373
2960,3868534
2970,3951613
2980,3972754
2990,6441915
3000,4984067
3010,4610428
3020,4648502
3030,4760711
3040,4113441
3050,4369636
3060,4200345
3070,5004337
3080,4487453
3090,4656150
3100,7265866
3110,4476899
3120,4400634
3130,4796528
3140,5509345
3150,4814290
3160,4679550
3170,4903596
3180,4489556
3190,4741066
3200,7384430
3210,4897211
3220,5723690
3230,6136286
3240,5779343
3250,5581236
3260,6559695
3270,5039717
3280,4944820
3290,5502347
3300,19376007
3310,18297535
3320,18257068
3330,17698545
3340,18215041
3350,18301437
3360,18447530
3370,6220797
3380,4801354
3390,5570865
3400,5123270
3410,6159692
3420,6803958
3430,7832114
3440,5722295
3450,6467448
3460,6047567
3470,5689873
3480,6375182
3490,8560146
3500,7908065
3510,5721312
3520,5435564
3530,5543770
3540,5435870
3550,6713666
3560,6615015
3570,8434071
3580,7334452
3590,5858623
3600,6107960
3610,5989533
3620,5521769
3630,5774265
3640,8752899
3650,9775491
3660,6136605
3670,8109825
3680,6191558
3690,5770232
3700,5913726
3710,7882018
3720,8429897
3730,6439635
3740,6611686
3750,6078512
3760,6455277
3770,6973385
3780,9800132
3790,7595743
3800,6095535
3810,6240441
3820,6462469
3830,6891599
3840,6532150
3850,8691311
3860,7415351
3870,6335102
3880,6408532
3890,7949864
3900,6618574
3910,7728644
3920,9250736
3930,8596865
3940,6316096
3950,6575703
3960,6853813
3970,6895422
3980,8460423
3990,10921971
4000,7646077